Journal Title,Publisher,Field of Research Code,Field of Research,Rating Group,Rating order,ISSN,ISSN Online,Website
Indian Growth and Development Review,Emerald Group Publishing,1402,Economic Policy,B,3,1753-8254,1753-8262,http://www.emeraldinsight.com/loi/igdr
Innovation Policy and the Economy,The University of Chicago Press,1402,Economic Policy,B,3,1531-3468,1537-2618,http://www.press.uchicago.edu/ucp/journals/journal/ipe.html
International Development Planning Review,Liverpool University Press,1402,Economic Policy,B,3,1474-6743,1478-3401,http://online.liverpooluniversitypress.co.uk/loi/idpr
International Economics and Economic Policy,Springer International Publishing,1402,Economic Policy,B,3,1612-4804,1612-4812,http://www.springerlink.com/
International Journal of Business and Economics,Feng Chia University,1402,Economic Policy,B,3,1607-0704,,
International Journal of Development and Conflict,Gokhale Institute of Politics and Economics,1402,Economic Policy,B,3,2010-2704,,
International Journal of Health Finance and Economics,Springer International Publishing,1402,Economic Policy,B,3,1389-6563,1573-6962,
International Journal of Urban and Regional Research,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0309-1317,1468-2427,
International Organization,Cambridge University Press,1402,Economic Policy,B,3,0020-8183,1531-5088,http://journals.cambridge.org/
International Review of Applied Economics,Taylor & Francis Online,1402,Economic Policy,B,3,0269-2171,1465-3486,http://www.tandfonline.com/cira
International Review of Environmental and Resource Economics,Now Publishers,1402,Economic Policy,B,3,1932-1465,1932-1473,
International Review of Law and Economics,Elsevier,1402,Economic Policy,B,3,0144-8188,1873-6394,http://www.journals.elsevier.com/international-review-of-law-and-economics
International Trade Journal,Taylor & Francis Online,1402,Economic Policy,B,3,0885-3908,1521-0545,http://www.tandfonline.com/uitj
Japan and the World Economy,Elsevier,1402,Economic Policy,B,3,0922-1425,,http://www.journals.elsevier.com/japan-and-the-world-economy
Japanese Economic Review,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,1352-4739,1468-5876,
Journal of Applied Economics,Taylor & Francis Online,1402,Economic Policy,B,3,1514-0326,1667-6726,
Journal of Asian Economics,Elsevier,1402,Economic Policy,B,3,1049-0078,1873-7927,
Journal of Business Cycle Research,Springer International Publishing,1402,Economic Policy,B,3,2509-7962,2509-7970,
Journal of Business Economics and Management,Taylor & Francis Online,1402,Economic Policy,B,3,1611-1699,2029-4433,http://www.tandfonline.com/tbem
Journal of Common Market Studies,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0021-9886,1468-5965,
Journal of Competition Law and Economics,Oxford University Press,1402,Economic Policy,B,3,1744-6414,1744-6422,http://jcle.oxfordjournals.org/
Journal of Demographic Economics,Cambridge University Press,1402,Economic Policy,B,3,2054-0892,,http://journals.cambridge.org/action/displayJournal?jid=DEM
Journal of Economic Interaction and Coordination,Springer International Publishing,1402,Economic Policy,B,3,1860-711X,1860-7128,
Journal of Economic Issues,Taylor & Francis Online,1402,Economic Policy,B,3,0021-3624,1946-326X,
Journal of Economic Policy Reform,Taylor & Francis Online,1402,Economic Policy,B,3,1748-7870,1748-7889,
Journal of Economic Research,Hanyang University Seoul,1402,Economic Policy,B,3,1226-4261,1226-4261,http://www.jer.or.kr/
Journal of Economic Studies,Emerald Group Publishing,1402,Economic Policy,B,3,0144-3585,1758-7387,
Journal of Economics / Ekonomicky casopis,Institute of Economic Research Slovak Academy of Science ,1402,Economic Policy,B,3,0013-3035,,
Journal of Economics and Business,Elsevier,1402,Economic Policy,B,3,0148-6195,,http://www.journals.elsevier.com/journal-of-economics-and-business
Journal of Economics and Finance,Springer International Publishing,1402,Economic Policy,B,3,1055-0925,1938-9744,http://link.springer.com/journal/12197
Journal of Environment and Development,Sage Publications,1402,Economic Policy,B,3,1070-4965,1552-5465,
Journal of European Economic History,Banco di Roma,1402,Economic Policy,B,3,0391-5115,,http://www.unicredit-capitalia.eu/
Journal of Forest Economics,Elsevier,1402,Economic Policy,B,3,1104-6899,,
Journal of Global Economic Analysis,"Center for Global Trade Analysis, Purdue University",1402,Economic Policy,B,3,2377-2999,2377-2999,
Journal of Income Distribution,Ad Libros Publications Inc,1402,Economic Policy,B,3,0926-6437,1874-6322,
Journal of Institutional Economics,Cambridge University Press,1402,Economic Policy,B,3,1744-1374,1744-1382,http://journals.cambridge.org/
Journal of International Development,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0954-1748,1099-1328,
Journal of Legal Economics,"Allen Press, Inc.",1402,Economic Policy,B,3,1054-3023,,
Journal of Markets & Morality,Acton Institute for the Study of Religion and Liberty,1402,Economic Policy,B,3,1098-1217,1944-7841,
Journal of Media Economics,Taylor & Francis Online,1402,Economic Policy,B,3,0899-7764,1532-7736,http://www.tandfonline.com/hmec
Journal of Pension Economics and Finance,Cambridge University Press,1402,Economic Policy,B,3,1474-7472,1475-3022,http://journals.cambridge.org/
Journal of the Asia Pacific Economy,Taylor & Francis Online,1402,Economic Policy,B,3,1354-7860,1469-9648,http://www.tandfonline.com/rjap
Journal of the Economic and Social History of the Orient,Brill,1402,Economic Policy,B,3,0022-4995,1568-5209,http://booksandjournals.brillonline.com/content/journals/15685209
Journal of the Economics of Ageing,Elsevier,1402,Economic Policy,B,3,2212-828X,,
Journal of World Trade,Kluwer Law International,1402,Economic Policy,B,3,1011-6702,,http://www.kluwerlawonline.com/toc.php?pubcode=TRAD
Managerial and Decision Economics,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0143-6570,1099-1468,
Manchester School,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,1463-6786,1467-9957,
Maritime Economics & Logistics,Springer International Publishing,1402,Economic Policy,B,3,1479-2931,1479-294X,
Metroeconomica: International review of economics,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0026-1386,1467-999X,
National Institute Economic Review,Sage Publications,1402,Economic Policy,B,3,0027-9501,1741-3036,http://ner.sagepub.com/
Networks and Spatial Economics,Springer International Publishing,1402,Economic Policy,B,3,1566-113X,1572-9427,
New Zealand Economic Papers,Taylor & Francis Online,1402,Economic Policy,B,3,0077-9954,1943-4863,http://www.tandfonline.com/loi/rnzp20
Open Economies Review,Springer International Publishing,1402,Economic Policy,B,3,0923-7992,1573-708X,http://www.springerlink.com/
Oxford Development Studies,Taylor & Francis Online,1402,Economic Policy,B,3,1360-0818,1469-9966,
Oxonomics: Oxford university economic studies,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,1752-5195,1752-5209,
Pacific Economic Review,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,1361-374X,1468-0106,
"Politicka Ekonomie: teorie, modelovani, aplikace",Vysok· akola ekonomick· v Praze,1402,Economic Policy,B,3,0032-3233,,http://www.vse.cz/polek/
Post-Communist Economies,Taylor & Francis Online,1402,Economic Policy,B,3,1463-1377,1465-3958,
Problems of Economic Transition,Taylor & Francis Online,1402,Economic Policy,B,3,1061-1991,1557-931X,
Public Finance Review,Sage Publications,1402,Economic Policy,B,3,1091-1421,1552-7530,http://pfr.sagepub.com/
Quarterly Review of Economics and Finance,Elsevier,1402,Economic Policy,B,3,1062-9769,1878-4259,
Recherches Economiques de Louvain,De Boeck Superior,1402,Economic Policy,B,3,0770-4518,1782-1495,
Research in Economics,Elsevier,1402,Economic Policy,B,3,1090-9443,1090-9451,http://www.journals.elsevier.com/research-in-economics
Research in Experimental Economics,Emerald Group Publishing,1402,Economic Policy,B,3,0193-2306,1875-7537,
Resources Policy,Elsevier,1402,Economic Policy,B,3,0301-4207,1873-7641,
Review of Behavioral Economics,Now Publishers,1402,Economic Policy,B,3,2326-6198,2326-6201,
Review of Development Economics,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,1363-6669,1467-9361,
Review of Economic Analysis,Digital Initiatives at the University of Waterloo Library,1402,Economic Policy,B,3,1973-3909,,http://www.rofea.org/index.php
Review of Economic Design,Springer International Publishing,1402,Economic Policy,B,3,1434-4742,1434-4750,http://www.springerlink.com/content/101179/
Review of Law & Economics,De Gruyter,1402,Economic Policy,B,3,2194-6000,1555-5879,
Review of Political Economy,Taylor & Francis Online,1402,Economic Policy,B,3,0953-8259,1465-3982,http://www.tandfonline.com/loi/crpe20#.V33r9aKMz3U
Review of Radical Political Economics,Sage Publications,1402,Economic Policy,B,3,0486-6134,1552-8502,http://rrp.sagepub.com/
Review of Social Economy,Taylor & Francis Online,1402,Economic Policy,B,3,0034-6764,1470-1162,
Review of Urban & Regional Development Studies,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0917-0553,1467-940X,
Review of World Economics,Springer International Publishing,1402,Economic Policy,B,3,1610-2878,1610-2886,
Revue d'Etudes Comparatives Est-Ouest: economies et techniques de planification - droit et sciences sociales,Centre national de la recherche scientifique,1402,Economic Policy,B,3,0338-0599,2259-6100,http://www.necplus.eu/action/displayJournal?jid=REC
Science & Society,"S&S Quarterly, Inc.",1402,Economic Policy,B,3,0036-8237,,
SERIEs: Journal of the Spanish Economic Association,Springer International Publishing,1402,Economic Policy,B,3,1869-4187,1869-4195,
Singapore Economic Review,World Scientific Publishing,1402,Economic Policy,B,3,0217-5908,1793-6837,http://www.worldscinet.com/ser/
South African Journal of Economics,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0038-2280,1813-6982,
Spanish Economic Review,Springer International Publishing,1402,Economic Policy,B,3,1435-5469,1435-5477,http://www.springerlink.com/
Spatial Economic Analysis,Taylor & Francis Online,1402,Economic Policy,B,3,1742-1772,1742-1780,http://www.tandfonline.com/toc/rsea20/
Structural Change and Economic Dynamics,Elsevier,1402,Economic Policy,B,3,0954-349X,1873-6017,
Studies in Economics and Finance,Emerald Group Publishing,1402,Economic Policy,B,3,1086-7376,1755-6791,http://www.emeraldinsight.com/loi/sef
"The Annals of Regional Science: international journal of urban, regional and environmental research and policy",Springer International Publishing,1402,Economic Policy,B,3,0570-1864,1432-0592,http://link.springer.com/journal/168
The Australian Economic Review,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,0004-9018,1467-8462,
The Chinese Economy: translation and studies,Taylor & Francis Online,1402,Economic Policy,B,3,1097-1475,1558-0954,http://www.mesharpe.com/
The Economic and Labour Relations Review,Sage Publications,1402,Economic Policy,B,3,1035-3046,,http://elr.sagepub.com/.
The Japanese Political Economy,Taylor & Francis Online,1402,Economic Policy,B,3,2329-194X,2329-1958,
The Journal of Economic Asymmetries,Elsevier,1402,Economic Policy,B,3,1703-4949,,
The Journal of Economic Education,Taylor & Francis Online,1402,Economic Policy,B,3,0022-0485,2152-4068,http://www.tandfonline.com/vece
The Journal of Gambling Business and Economics,University of Buckingham Press,1402,Economic Policy,B,3,1751-7990,1751-8008,http://www.ubplj.org/index.php/jgbe/index
The Journal of International Trade and Economic Development: an international and comparative review,Taylor & Francis Online,1402,Economic Policy,B,3,0963-8199,1469-9559,http://www.tandfonline.com/rjte
The Journal of Prediction Markets,University of Buckingham Press,1402,Economic Policy,B,3,1750-676X,,http://ubplj.org/index.php/jpm/index
The North American Journal of Economics and Finance,Elsevier,1402,Economic Policy,B,3,1062-9408,1879-0860,http://www.journals.elsevier.com/the-north-american-journal-of-economics-and-finance/
The Review of Network Economics,De Gruyter,1402,Economic Policy,B,3,1446-9022,,http://www.degruyter.com/view/j/rne
Tijdschrift voor Economische en Sociale Geografie,Wiley-Blackwell Publishing,1402,Economic Policy,B,3,,1467-9663,
World Economics,World Economics Limited,1402,Economic Policy,B,3,1468-1838,1474-3884,
Dynamic Games and Applications,Springer International Publishing,1401, Economic Theory,B,3,2153-0785,2153-0793,
Economic Theory Bulletin,Springer International Publishing,1401, Economic Theory,B,3,2196-1085,2196-1093,
European Journal of the History of Economic Thought,Taylor & Francis Online,1401, Economic Theory,B,3,0967-2567,1469-5936,http://www.tandfonline.com/rejh
Games,MDPI,1401, Economic Theory,B,3,2073-4336,,
History of Economics Review,Taylor & Francis Online,1401, Economic Theory,B,3,1037-0196,1838-6318,
International Game Theory Review,World Scientific Publishing,1401, Economic Theory,B,3,0219-1989,1793-6675,http://www.worldscinet.com/igtr/igtr.shtml
International Journal of Economic Theory,Wiley-Blackwell Publishing,1401, Economic Theory,B,3,1742-7355,1742-7363,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=1742-7355&site=1
Journal of Choice Modelling,Elsevier,1401, Economic Theory,B,3,1755-5345,,
Journal of Economics,Springer International Publishing,1401, Economic Theory,B,3,0931-8658,1617-7134,http://www.springerlink.com/
Journal of the History of Economic Thought,Cambridge University Press,1401, Economic Theory,B,3,1053-8372,1469-9656,http://journals.cambridge.org/
Aslib Journal of Information Management ,Emerald Group Publishing,806,Information Systems andTechnology,B,3,2050-3806,2050-3814,
BMC Medical Informatics and Decision Making,BioMed Central Ltd,806,Information Systems andTechnology,B,3,1472-6947,,
Business Process Management Journal,Emerald Group Publishing,806,Information Systems andTechnology,B,3,1463-7154,1758-4116,
Computer Supported Cooperative Work,Springer International Publishing,806,Information Systems andTechnology,B,3,0925-9724,1573-7551,
"Digital Policy, Regulation and Governance",Emerald Publishing,806,Information Systems andTechnology,B,3,2398-5046,2398-5038,
Electronic Journal of IS Evaluation,Academic Conferences and Publishing International,806,Information Systems andTechnology,B,3,1566-6379,,
First Monday,University of Illinois Press,806,Information Systems andTechnology,B,3,1396-0466,,
"Global Knowledge, Memory and Communication",Emerald Group Publishing,806,Information Systems andTechnology,B,3,2514-9342,2514-9350,
Health Policy and Technology,Elsevier,806,Information Systems andTechnology,B,3,2211-8837,2211-8845,
Human IT,Centre for Information Technology Studies as a Human Science (ITH),806,Information Systems andTechnology,B,3,1402-1501,1402-151X,
IEEE Transactions on Professional Communication,Institute of Electrical and Electronics Engineers,806,Information Systems andTechnology,B,3,0361-1434,1558-1500,
